match_id,player_id,date,average,average_last4,dismissal_rate,dismissal_rate_last4,av_n,dr_n
11172,10623,2018-04-28,,,,,0.0,0.0
7990,11433,2018-04-28,6.875,6.875,,,3.0,0.0
17148,11436,2018-04-28,22.5,22.5,,,1.0,0.0
15448,11976,2018-04-28,21.333333333333332,21.333333333333332,41.0,41.0,2.0,2.0
15448,12881,2018-04-28,22.75,17.833333333333332,,,7.0,0.0
15448,13696,2018-04-28,26.095238095238095,27.428571428571427,inf,inf,13.0,1.0
17148,16715,2018-04-28,,,,,0.0,0.0
15448,16717,2018-04-28,1.2,1.2,7.2,7.2,1.0,1.0
15448,16718,2018-04-28,22.0,22.0,27.0,27.0,2.0,2.0
15448,16719,2018-04-28,inf,inf,inf,inf,1.0,1.0
17148,16725,2018-04-28,23.142857142857142,29.666666666666668,,,13.0,0.0
17148,16726,2018-04-28,36.333333333333336,94.0,,,5.0,0.0
17148,16729,2018-04-28,inf,inf,inf,inf,1.0,1.0
11172,16858,2018-04-28,18.46153846153846,28.5,inf,inf,14.0,1.0
17148,18899,2018-04-28,14.0,14.0,42.0,42.0,1.0,1.0
15448,19966,2018-04-28,,,,,0.0,0.0
15448,20597,2018-04-28,12.0,12.0,28.333333333333332,28.333333333333332,2.0,2.0
16989,6745,2018-05-03,16.333333333333332,13.428571428571429,10.0,10.0,20.0,1.0
16989,6747,2018-05-03,33.0,33.0,20.0,20.0,1.0,1.0
16989,7588,2018-05-03,31.333333333333332,18.2,,,8.0,0.0
16989,7591,2018-05-03,54.0,25.0,,,11.0,0.0
16989,7592,2018-05-03,15.875,17.333333333333332,,,5.0,0.0
16989,7593,2018-05-03,7.0,7.0,,,2.0,0.0
16989,7594,2018-05-03,19.17391304347826,17.4,18.0,18.0,18.0,1.0
16989,7596,2018-05-03,28.142857142857142,22.714285714285715,6.0,6.0,28.0,1.0
16989,7597,2018-05-03,19.526315789473685,42.0,32.0,32.0,36.0,1.0
16989,7932,2018-05-03,93.0,93.0,,,3.0,0.0
16989,8125,2018-05-03,25.428571428571427,25.2,inf,inf,21.0,1.0
16989,8322,2018-05-03,inf,inf,,,1.0,0.0
16989,8324,2018-05-03,25.5,25.5,,,5.0,0.0
16989,8327,2018-05-03,56.333333333333336,inf,,,9.0,0.0
16989,8328,2018-05-03,23.80952380952381,42.333333333333336,62.0,62.0,18.0,2.0
16989,8330,2018-05-03,32.875,37.5,9.0,9.0,11.0,1.0
16989,9434,2018-05-03,1.6666666666666667,1.6666666666666667,4.0,4.0,1.0,1.0
16989,11067,2018-05-03,27.0,73.0,,,15.0,0.0
16989,11436,2018-05-03,17.5,17.5,12.0,12.0,2.0,1.0
16989,11932,2018-05-03,25.75,27.8,19.0,19.0,16.0,1.0
16989,13176,2018-05-03,inf,inf,,,2.0,0.0
16989,16715,2018-05-03,,,,,0.0,0.0
1571,1480,2018-05-05,inf,inf,,,1.0,0.0
3317,2044,2018-05-05,35.0,35.0,67.0,67.0,1.0,1.0
7991,2051,2018-05-05,inf,inf,,,1.0,0.0
3317,2688,2018-05-05,31.75,14.833333333333334,12.4,12.4,13.0,1.0
3317,2910,2018-05-05,14.76923076923077,17.5,,,10.0,0.0
9934,3238,2018-05-05,,,,,0.0,0.0
9934,3243,2018-05-05,28.925925925925927,39.0,inf,inf,19.0,1.0
3317,3560,2018-05-05,22.4,25.8,inf,inf,13.0,1.0
10215,3741,2018-05-05,,,,,0.0,0.0
10215,3745,2018-05-05,30.0,30.0,,,1.0,0.0
7991,3768,2018-05-05,inf,inf,,,1.0,0.0
3797,3779,2018-05-05,22.6,21.6,14.333333333333334,14.333333333333334,20.0,1.0
3797,3782,2018-05-05,28.0,28.0,,,2.0,0.0
11237,4629,2018-05-05,16.88135593220339,7.7894736842105265,25.5,25.5,31.0,1.0
11237,4630,2018-05-05,40.0,40.0,,,2.0,0.0
11237,4637,2018-05-05,31.642857142857142,92.0,inf,inf,26.0,1.0
3797,4640,2018-05-05,25.113636363636363,102.0,61.0,61.0,31.0,1.0
3797,4643,2018-05-05,45.294117647058826,42.333333333333336,30.5,30.5,24.0,1.0
3797,4644,2018-05-05,,,,,0.0,0.0
10215,4651,2018-05-05,,,,,0.0,0.0
10215,4653,2018-05-05,21.6,27.5,30.0,30.0,33.0,2.0
10215,4658,2018-05-05,26.464285714285715,50.0,60.0,60.0,27.0,2.0
10215,4659,2018-05-05,28.3125,24.25,,,16.0,0.0
7991,4678,2018-05-05,16.974358974358974,21.0,inf,inf,24.0,2.0
3797,5015,2018-05-05,,,,,0.0,0.0
3797,5021,2018-05-05,,,,,0.0,0.0
13212,5519,2018-05-05,,,,,0.0,0.0
13212,5520,2018-05-05,,,,,0.0,0.0
13212,5521,2018-05-05,,,,,0.0,0.0
13212,5523,2018-05-05,inf,inf,,,1.0,0.0
13212,5528,2018-05-05,24.0,19.6,,,10.0,0.0
13212,5529,2018-05-05,16.77777777777778,5.916666666666667,13.0,13.0,26.0,1.0
1571,5530,2018-05-05,27.833333333333332,35.0,,,14.0,0.0
1571,5532,2018-05-05,47.0,67.0,,,8.0,0.0
1571,5533,2018-05-05,20.482758620689655,20.8,inf,inf,19.0,1.0
1571,5536,2018-05-05,41.5,33.0,20.333333333333332,20.333333333333332,15.0,1.0
1571,5537,2018-05-05,23.842105263157894,29.2,21.0,21.0,16.0,1.0
1571,5538,2018-05-05,15.681818181818182,inf,,,16.0,0.0
1571,5539,2018-05-05,20.555555555555557,24.0,45.0,45.0,15.0,1.0
