match_id,player_id,average,average_last4,dismissal_rate,dismissal_rate_last4,av_n,dr_n
14824,7920,22.38888888888889,13.142857142857142,25.5,25.5,16.0,2.0
10094,7934,20.09090909090909,8.818181818181818,31.0,31.0,30.0,4.0
18356,8032,21.333333333333332,21.333333333333332,,,3.0,0.0
18356,8034,24.0,24.75,,,8.0,0.0
18356,8036,20.482758620689655,23.666666666666668,44.0,44.0,19.0,2.0
18331,8037,,,,,1.0,0.0
18331,8039,24.34090909090909,19.2,28.444444444444443,29.4,43.0,7.0
18331,8041,,,,,0.0,0.0
18331,8042,29.0,61.0,40.8,74.5,21.0,5.0
9141,8056,6.0,6.0,,,1.0,0.0
9141,8058,21.46153846153846,17.25,53.166666666666664,47.8,23.0,6.0
13816,8095,18.05128205128205,11.416666666666666,,,39.0,0.0
18331,8098,16.5,16.5,,,1.0,0.0
18356,8099,14.0,14.0,,,1.0,0.0
18331,8101,31.571428571428573,59.5,48.0,48.0,8.0,2.0
18331,8102,,,,,0.0,0.0
18331,8103,,,,,0.0,0.0
18331,8104,27.857142857142858,20.6,36.0,36.0,15.0,2.0
9141,8109,11.75,11.75,12.0,12.0,4.0,1.0
18331,8125,24.72972972972973,20.666666666666668,88.0,88.0,28.0,2.0
18356,8126,,,,,0.0,0.0
18331,8127,35.0,60.0,,,5.0,1.0
18331,8130,11.23076923076923,7.7272727272727275,49.0,49.0,5.0,1.0
18331,8131,19.928571428571427,43.0,31.0,31.0,17.0,1.0
18331,8136,23.4,26.5,,,20.0,0.0
18331,8140,101.0,101.0,,,4.0,1.0
17150,8147,31.285714285714285,15.6,45.0,39.75,7.0,5.0
15452,8153,13.873239436619718,16.6,,,39.0,1.0
3805,8215,12.0,8.4375,19.923076923076923,19.923076923076923,10.0,3.0
9940,8216,67.0,67.0,,,2.0,0.0
9940,8244,25.523809523809526,24.333333333333332,40.166666666666664,40.666666666666664,36.0,7.0
17150,8297,23.916666666666668,52.0,,,20.0,2.0
17150,8299,22.0,21.2,40.285714285714285,45.8,28.0,6.0
17150,8303,31.066666666666666,41.5,60.0,60.0,18.0,2.0
17150,8304,16.65714285714286,17.0,,,24.0,0.0
17150,8305,,,,,0.0,0.0
9940,8314,41.46153846153846,51.0,14.0,14.0,16.0,1.0
9940,8315,19.75925925925926,26.0,53.22222222222222,61.75,30.0,9.0
9940,8316,,,,,0.0,0.0
9940,8319,,,,,0.0,0.0
9940,8320,13.375,16.25,25.77777777777778,23.0,25.0,5.0
18356,8322,,,,,1.0,0.0
18356,8326,33.30769230769231,29.571428571428573,35.0,35.75,28.0,5.0
18356,8327,70.66666666666667,,,,11.0,2.0
18356,8328,28.52,76.5,47.0,43.25,24.0,6.0
18356,8332,21.346938775510203,25.833333333333332,31.0,39.8,34.0,7.0
18356,8334,12.0,12.0,,,1.0,0.0
18356,8335,,,,,5.0,0.0
18356,8336,,,,,0.0,0.0
18356,8338,16.93877551020408,14.666666666666666,28.46153846153846,27.666666666666668,26.0,6.0
18356,8339,26.366666666666667,20.0,33.15384615384615,48.6,25.0,7.0
18356,8340,17.637931034482758,17.0,26.875,37.142857142857146,32.0,8.0
18356,8341,24.818181818181817,38.0,39.125,47.0,45.0,8.0
13816,8343,23.09375,11.88888888888889,32.333333333333336,32.333333333333336,28.0,3.0
13816,8344,31.04,19.285714285714285,105.0,105.0,21.0,2.0
13816,8349,,,,,1.0,0.0
15452,8352,37.0,37.0,,,2.0,0.0
15452,8353,45.5,,,,7.0,1.0
15452,8356,,,,,0.0,0.0
15452,8357,17.485294117647058,23.5,36.46153846153846,45.666666666666664,42.0,8.0
15452,8358,14.565217391304348,14.428571428571429,35.333333333333336,64.5,33.0,6.0
15452,8360,20.814814814814813,26.0,40.857142857142854,40.8,36.0,7.0
6711,8373,33.25,43.666666666666664,44.0,44.0,15.0,1.0
13587,8375,23.583333333333332,31.6,47.75,47.75,27.0,4.0
13587,8385,25.44,19.75,32.166666666666664,32.166666666666664,26.0,4.0
13587,8386,,,,,0.0,0.0
13486,8388,18.2,26.166666666666668,37.333333333333336,37.333333333333336,21.0,2.0
7456,8389,26.583333333333332,19.5,125.0,125.0,9.0,4.0
11243,8540,20.770833333333332,27.333333333333332,24.166666666666668,38.0,35.0,5.0
11243,8542,32.44444444444444,28.666666666666668,53.25,47.0,33.0,8.0
9940,9125,26.266666666666666,26.2,58.4,38.5,13.0,7.0
11243,9244,16.05263157894737,10.285714285714286,22.5,22.5,11.0,1.0
16164,9249,37.0,37.0,,,3.0,0.0
15452,9260,34.095238095238095,24.0,40.8,29.25,24.0,6.0
11243,9301,,,,,1.0,0.0
11243,9302,21.75,14.333333333333334,36.0,36.0,6.0,4.0
9141,9305,17.666666666666668,17.666666666666668,,,4.0,0.0
9141,9307,,,,,0.0,0.0
9141,9308,,,,,0.0,0.0
9141,9310,19.202898550724637,12.428571428571429,27.36842105263158,24.5,34.0,7.0
9141,9311,27.5,38.0,,,17.0,2.0
9141,9312,22.568181818181817,36.833333333333336,39.833333333333336,39.833333333333336,24.0,4.0
9141,9314,24.59259259259259,22.25,,,23.0,1.0
9141,9315,19.804878048780488,24.0,24.25,32.714285714285715,25.0,7.0
9141,9317,,,,,0.0,0.0
9141,9318,18.266666666666666,7.866666666666666,23.48,19.666666666666668,24.0,9.0
9141,9319,25.47826086956522,15.5,22.333333333333332,17.166666666666668,19.0,5.0
9141,9320,48.0,48.0,,,4.0,1.0
16164,9322,20.0,20.0,,,2.0,0.0
16164,9327,18.893939393939394,30.0,27.823529411764707,35.5,32.0,7.0
16164,9332,28.62962962962963,15.2,47.333333333333336,28.0,29.0,7.0
15452,9338,31.305555555555557,10.357142857142858,25.941176470588236,21.181818181818183,30.0,8.0
15452,9339,55.4375,60.5,84.0,84.0,24.0,3.0
17150,9357,27.5,55.666666666666664,49.5,77.0,25.0,5.0
17150,9358,75.0,57.0,79.0,79.0,13.0,4.0
17150,9359,,,,,0.0,0.0
17150,9360,,,,,0.0,0.0
17150,9361,28.294117647058822,65.0,45.0,45.0,16.0,1.0
17150,9362,20.75,20.75,14.0,14.0,4.0,1.0
17150,9364,50.27272727272727,16.375,28.833333333333332,28.833333333333332,27.0,4.0
17150,9365,23.361702127659573,6.0,30.181818181818183,33.625,28.0,5.0
11243,9367,14.307692307692308,17.77777777777778,25.47826086956522,32.666666666666664,35.0,9.0
11243,9368,14.872727272727273,14.285714285714286,30.866666666666667,29.571428571428573,34.0,9.0
11243,9371,,,,,2.0,1.0
11243,9373,,,,,0.0,0.0
11243,9381,25.4,22.4,34.81818181818182,32.6,23.0,9.0
11243,9382,27.285714285714285,31.666666666666668,34.285714285714285,40.333333333333336,8.0,7.0
11243,9384,,,,,0.0,0.0
7996,9391,12.428571428571429,12.428571428571429,27.142857142857142,27.142857142857142,3.0,3.0
11243,9394,15.816326530612244,,37.375,,34.0,8.0
11243,9395,15.875,13.5,23.1875,22.75,9.0,8.0
11243,9397,14.686274509803921,12.714285714285714,22.333333333333332,16.857142857142858,26.0,7.0
16164,9398,5.0,5.0,,,1.0,0.0
16164,9400,24.807692307692307,25.0,30.181818181818183,36.2,19.0,7.0
16164,9401,28.666666666666668,15.0,31.571428571428573,36.5,8.0,6.0
16164,9403,15.483870967741936,37.5,32.666666666666664,32.666666666666664,17.0,3.0
9141,9418,14.904761904761905,25.714285714285715,36.6,36.6,19.0,3.0
16164,9425,31.0,51.5,39.0,39.0,15.0,2.0
18356,9434,11.894736842105264,15.6,14.4,14.4,8.0,2.0
18356,9435,25.75,25.333333333333332,,,9.0,1.0
15452,9442,,,,,0.0,0.0
15452,9444,10.428571428571429,10.666666666666666,21.818181818181817,17.3,7.0,6.0
15452,9445,20.071428571428573,22.8,31.88888888888889,35.4,10.0,8.0
9940,9460,29.333333333333332,41.5,43.857142857142854,61.333333333333336,10.0,7.0
9940,9461,22.25,40.5,45.666666666666664,85.0,25.0,6.0
15452,10206,19.545454545454547,17.5,,,13.0,0.0
16164,10214,17.238095238095237,20.0,,,15.0,0.0
18331,10243,26.6046511627907,74.5,36.25,185.0,41.0,6.0
3805,10267,56.0,149.0,,,6.0,2.0
13816,10275,22.210526315789473,26.5,56.666666666666664,56.666666666666664,27.0,4.0
13816,10276,20.0,20.0,,,2.0,0.0
9940,10281,39.0,50.5,,,5.0,0.0
9940,10283,,,,,0.0,0.0
13486,10286,15.923076923076923,16.6,21.0,21.0,5.0,1.0
11243,10623,28.857142857142858,38.333333333333336,,,6.0,0.0
6711,10946,,,,,1.0,0.0
17150,11049,31.9,37.0,,,22.0,0.0
18331,11067,24.964285714285715,26.2,74.0,74.0,21.0,2.0
18331,11068,,,,,1.0,0.0
18331,11070,27.26086956521739,8.444444444444445,22.727272727272727,16.4,20.0,6.0
9141,11407,21.925925925925927,17.75,,,19.0,1.0
16164,11409,,,,,2.0,0.0
15452,11416,,,,,2.0,0.0
9940,11419,24.19047619047619,31.8,43.0,43.166666666666664,15.0,5.0
11243,11433,12.692307692307692,19.714285714285715,,,6.0,0.0
18356,11436,31.083333333333332,26.8,29.285714285714285,37.75,10.0,6.0
18331,11938,5.0,5.0,,,2.0,0.0
13816,11956,31.285714285714285,33.333333333333336,53.166666666666664,55.25,8.0,6.0
13816,11960,13.407407407407407,13.666666666666666,30.357142857142858,28.454545454545453,10.0,6.0
15452,11961,17.666666666666668,29.8,25.6,37.2,9.0,8.0
13816,11965,39.0,45.333333333333336,57.0,57.0,7.0,4.0
9940,11976,19.0,17.625,41.4,34.5,10.0,9.0
18356,11979,75.0,75.0,119.0,119.0,2.0,2.0
17150,11983,,,,,3.0,1.0
13587,12079,31.724137931034484,20.285714285714285,32.5,32.5,29.0,1.0
13816,12842,,,,,0.0,0.0
7996,12845,,,,,0.0,0.0
9940,12881,22.75,17.833333333333332,,,7.0,0.0
15452,12882,,,,,0.0,0.0
13816,12883,31.6,,,,19.0,3.0
17150,12887,,,,,0.0,0.0
9141,12888,,,,,0.0,0.0
9296,13151,,,,,0.0,0.0
14824,13270,35.25,23.666666666666668,70.66666666666667,58.333333333333336,7.0,5.0
9296,13271,,,,,1.0,1.0
11243,13708,20.942857142857143,25.0,58.5,58.5,30.0,4.0
11243,15710,8.0,8.0,,,1.0,0.0
18356,16715,,,,,0.0,0.0
15452,16717,15.125,38.333333333333336,24.857142857142858,24.857142857142858,5.0,4.0
9940,16718,31.125,82.0,46.666666666666664,122.0,12.0,9.0
9940,16719,29.0,23.0,111.0,111.0,6.0,4.0
17150,16725,23.142857142857142,29.666666666666668,,,13.0,0.0
17150,16726,17.0,9.75,16.0,16.0,8.0,2.0
17150,16729,19.875,15.5,40.166666666666664,37.25,8.0,6.0
11243,16861,,,,,0.0,0.0
18331,17083,24.125,42.0,,,10.0,0.0
13816,17554,,,,,0.0,0.0
18331,18445,22.020833333333332,25.5,67.0,67.0,32.0,2.0
17150,18899,12.470588235294118,6.545454545454546,24.0,18.727272727272727,8.0,6.0
13816,19964,,,,,0.0,0.0
620660,620387,26.258064516129032,53.5,53.714285714285715,163.0,26.0,8.0
620660,620395,22.875,37.5,,,14.0,1.0
620660,620399,20.075,35.5,62.0,65.33333333333333,25.0,7.0
620660,620401,34.714285714285715,17.6,,,10.0,0.0
620660,620404,21.19402985074627,10.928571428571429,23.52173913043478,30.75,44.0,7.0
620660,620405,51.0,129.0,,,7.0,0.0
620660,620407,18.414634146341463,11.636363636363637,25.5,17.454545454545453,28.0,9.0
620660,620412,,,,,1.0,0.0
620660,620415,,,,,3.0,0.0
620660,620416,25.545454545454547,17.285714285714285,40.111111111111114,33.0,9.0,7.0
620660,620417,,,,,1.0,1.0
15058,5822,22.11111111111111,22.5,,,12.0,0.0
15058,5900,33.2,29.4,20.0,20.0,10.0,1.0
15058,5901,,,,,0.0,0.0
15058,5905,29.0,29.0,,,4.0,0.0
15058,6669,27.416666666666668,12.3,,,20.0,1.0
15058,7275,22.7,,,,10.0,0.0
15058,7501,33.5625,26.75,99.0,99.0,17.0,3.0
15058,7510,25.142857142857142,17.8,19.5,19.5,7.0,2.0
15058,8343,23.5,19.2,36.333333333333336,36.333333333333336,29.0,4.0
15058,8349,,,,,1.0,0.0
15058,9338,30.56756756756757,9.076923076923077,25.0,16.916666666666668,31.0,9.0
15058,9442,,,,,0.0,0.0
15058,9445,20.133333333333333,33.0,31.1,30.4,11.0,9.0
15058,10275,22.526315789473685,28.0,60.666666666666664,66.5,28.0,5.0
15058,10276,20.0,20.0,,,2.0,0.0
15058,10278,42.0,42.0,,,1.0,0.0
15058,10280,19.53846153846154,13.166666666666666,7.5,7.5,18.0,1.0
15058,11416,,,,,2.0,0.0
15058,11965,35.714285714285715,38.0,46.0,52.333333333333336,8.0,5.0
15058,11968,21.857142857142858,17.666666666666668,32.5,32.5,23.0,4.0
15058,12883,32.05,,,,20.0,4.0
4610,3790,20.88888888888889,14.083333333333334,71.5,92.0,39.0,5.0
4610,3792,22.74576271186441,22.8,22.9,18.714285714285715,48.0,8.0
4610,4817,20.333333333333332,20.333333333333332,,,3.0,0.0
4610,4818,15.290322580645162,24.75,,,19.0,2.0
4610,5541,,,,,2.0,0.0
4610,5542,,,,,0.0,0.0
4610,5543,18.059701492537314,11.375,26.357142857142858,21.8,40.0,10.0
4610,5544,12.85,7.666666666666667,37.0,37.0,12.0,2.0
4610,5545,,,,,0.0,0.0
4610,5546,21.44,9.727272727272727,19.0,10.285714285714286,39.0,10.0
4610,6231,39.0,,,,13.0,1.0
4610,6916,,,,,0.0,0.0
4610,6918,18.027027027027028,16.285714285714285,29.58823529411765,22.272727272727273,28.0,10.0
4610,6919,19.64516129032258,31.0,47.142857142857146,69.66666666666667,20.0,6.0
4610,8056,6.0,6.0,,,1.0,0.0
4610,8109,11.75,11.75,12.0,12.0,4.0,1.0
4610,9317,,,,,0.0,0.0
4610,9319,27.434782608695652,23.4,26.333333333333332,17.4,20.0,6.0
4610,9320,48.0,48.0,,,4.0,1.0
4610,9386,23.392857142857142,17.833333333333332,36.5,36.5,23.0,4.0
4610,9387,25.714285714285715,33.25,38.5,38.5,14.0,4.0
4610,9388,66.5,65.0,48.0,48.0,5.0,2.0
1580,1480,39.8,60.0,60.5,97.0,11.0,8.0
16165,2030,151.0,95.0,,,6.0,1.0
2982,2900,29.333333333333332,31.666666666666668,50.0,46.0,8.0,5.0
9845,3238,,,,,1.0,0.0
9941,3240,20.636363636363637,13.0,,,25.0,0.0
9845,3241,28.862068965517242,14.5,,,25.0,1.0
9845,3242,,,,,0.0,0.0
9941,3243,30.34375,56.0,53.4,71.5,25.0,6.0
9845,3244,33.25,33.25,,,4.0,0.0
9845,3246,21.263157894736842,11.0,48.5,48.5,14.0,2.0
9845,3247,11.782608695652174,11.692307692307692,13.833333333333334,13.833333333333334,7.0,2.0
3323,3560,25.6,,,,16.0,2.0
3806,3752,27.178571428571427,40.0,26.333333333333332,26.333333333333332,27.0,3.0
3604,3754,,,,,0.0,0.0
3604,3755,21.195652173913043,,58.0,58.0,29.0,4.0
3604,3756,,,,,0.0,0.0
3604,3757,21.88095238095238,8.0,12.0,12.0,26.0,1.0
3604,3761,41.10344827586207,29.5,28.0,28.0,37.0,3.0
7997,3768,,,,,3.0,0.0
3604,3776,35.2,60.0,65.0,65.0,15.0,2.0
3604,3777,,,,,1.0,1.0
3806,3779,22.314285714285713,,25.5,,30.0,9.0
3604,3783,13.631578947368421,15.5,,,11.0,1.0
4611,3792,22.37704918032787,16.333333333333332,22.583333333333332,18.142857142857142,49.0,9.0
3806,4056,9.0,9.0,,,1.0,0.0
3604,4063,25.01923076923077,33.4,37.5,37.5,46.0,2.0
3604,4064,30.5,69.0,42.0,42.0,6.0,2.0
3604,4067,16.523809523809526,18.4,16.0,16.0,18.0,1.0
3323,4275,15.363636363636363,18.0,50.0,50.0,15.0,2.0
9845,4568,38.42857142857143,24.0,,,22.0,0.0
9845,4569,33.78260869565217,24.333333333333332,62.0,62.0,22.0,1.0
11244,4629,17.36842105263158,22.8,27.428571428571427,30.2,42.0,10.0
11244,4637,26.906976744186046,29.2,34.266666666666666,41.8,35.0,10.0
3806,4640,26.941176470588236,40.666666666666664,68.8,159.0,40.0,7.0
3806,4641,26.833333333333332,26.285714285714285,62.0,62.0,10.0,2.0
3604,4642,,,,,0.0,0.0
3806,4643,32.96666666666667,14.75,26.083333333333332,25.714285714285715,33.0,7.0
3806,4644,16.5,16.5,,,1.0,0.0
10217,4651,,,,,1.0,0.0
10217,4652,19.933333333333334,19.5,,,10.0,0.0
10217,4653,19.81159420289855,11.875,23.4,21.75,47.0,6.0
10217,4658,24.51219512195122,24.666666666666668,33.166666666666664,27.8,40.0,6.0
10217,4659,27.05263157894737,29.5,,,21.0,0.0
7997,4676,21.0,9.727272727272727,36.5,36.5,23.0,1.0
7997,4678,17.28301886792453,19.625,35.714285714285715,33.875,32.0,9.0
7997,4680,15.0,14.142857142857142,17.333333333333332,17.333333333333332,22.0,3.0
3604,4931,,,,,0.0,0.0
3604,5014,30.097560975609756,62.333333333333336,69.0,69.0,34.0,2.0
3806,5021,,,,,1.0,0.0
3604,5022,,,,,0.0,0.0
3604,5023,35.0,97.0,,,16.0,0.0
3604,5212,24.78846153846154,49.333333333333336,58.5,58.5,39.0,2.0
1580,5530,27.523809523809526,42.75,36.75,56.25,20.0,5.0
1580,5532,38.375,43.25,,,10.0,0.0
1580,5533,18.142857142857142,10.615384615384615,31.157894736842106,25.076923076923077,27.0,8.0
1580,5535,25.0,25.0,18.0,18.0,2.0,1.0
1580,5536,32.08,16.22222222222222,33.09090909090909,30.25,21.0,6.0
1580,5539,23.085714285714285,34.0,59.857142857142854,72.75,22.0,7.0
1580,5540,24.88888888888889,20.6,20.571428571428573,20.571428571428573,15.0,4.0
4611,5541,,,,,2.0,0.0
4611,5542,,,,,0.0,0.0
4611,5543,18.55072463768116,26.4,28.3125,42.25,41.0,11.0
4611,5544,12.85,7.666666666666667,37.0,37.0,12.0,2.0
4611,5545,,,,,0.0,0.0
4611,5546,21.44,9.727272727272727,19.0,10.285714285714286,39.0,10.0
13487,5550,47.4,73.0,,,12.0,2.0
13487,5551,,,,,0.0,0.0
13487,5552,,,,,0.0,0.0
13487,5553,25.333333333333332,91.0,122.0,122.0,29.0,4.0
13487,5554,29.580645161290324,25.333333333333332,30.5,30.5,26.0,4.0
1580,5561,28.4,19.0,11.0,11.0,8.0,1.0
10217,5562,18.980392156862745,14.1,32.30769230769231,32.2,30.0,6.0
10217,5563,20.73469387755102,13.545454545454545,34.857142857142854,28.545454545454547,33.0,7.0
10217,5565,28.033333333333335,40.666666666666664,45.4,36.2,28.0,5.0
10217,5567,,,,,0.0,0.0
3806,5569,18.571428571428573,42.5,,,7.0,0.0
3806,5570,62.333333333333336,128.0,132.0,132.0,7.0,3.0
3806,5571,19.555555555555557,11.2,20.88888888888889,17.0,15.0,7.0
3806,5572,24.75609756097561,19.571428571428573,22.857142857142858,30.714285714285715,29.0,6.0
3806,5573,22.65,26.0,26.3,37.5,16.0,6.0
3806,5574,24.01818181818182,25.857142857142858,46.5,41.57142857142857,30.0,6.0
3806,5575,32.407407407407405,27.333333333333332,39.75,31.5,28.0,8.0
3604,5577,37.96153846153846,11.8,30.6,25.0,38.0,6.0
13043,5580,18.0,18.0,,,4.0,0.0
13043,5583,21.25,18.5,56.0,56.0,14.0,3.0
13043,5584,,,,,0.0,0.0
13043,5585,23.166666666666668,39.0,24.94736842105263,50.75,32.0,9.0
13043,5587,18.926829268292682,25.0,42.5,41.75,23.0,6.0
13817,5615,46.0,46.0,,,2.0,0.0
13817,5617,20.595238095238095,9.428571428571429,36.6,27.857142857142858,33.0,7.0
13817,5620,17.301369863013697,16.363636363636363,23.53846153846154,22.272727272727273,37.0,5.0
13817,5621,39.25,80.0,,,7.0,0.0
13817,5623,,,,,0.0,0.0
10217,5627,21.0,13.0,,,12.0,2.0
10217,5629,15.75,15.5,,,6.0,0.0
10217,5630,19.71186440677966,25.833333333333332,49.55555555555556,39.166666666666664,38.0,10.0
10217,5632,,,,,1.0,0.0
10217,5633,,,,,2.0,0.0
10217,5636,17.916666666666668,62.5,22.565217391304348,29.166666666666668,37.0,11.0
10217,5640,22.0,27.5,19.6,15.0,9.0,7.0
10217,5641,21.980392156862745,23.8,44.5,,35.0,11.0
10217,5642,22.428571428571427,35.0,29.076923076923077,23.142857142857142,11.0,10.0
10217,5643,33.84615384615385,30.8,30.76923076923077,25.5,12.0,11.0
13487,5645,,,,,2.0,0.0
13487,5646,21.18918918918919,14.2,,,25.0,0.0
13487,5647,23.0,23.0,,,3.0,0.0
13487,5648,14.305555555555555,13.555555555555555,28.444444444444443,29.666666666666668,35.0,7.0
13487,5649,,,,,1.0,0.0
13487,5650,22.5,32.333333333333336,54.666666666666664,46.333333333333336,17.0,5.0
13487,5651,23.21311475409836,37.0,47.25,46.2,36.0,7.0
13487,5652,,,,,0.0,0.0
13487,5653,3.0,3.0,,,1.0,0.0
13487,5654,31.5,69.5,53.5,95.5,27.0,7.0
13487,5655,17.32075471698113,32.0,39.285714285714285,36.333333333333336,35.0,7.0
1580,5656,18.0,18.0,,,2.0,0.0
3806,5658,27.0,27.333333333333332,62.0,62.0,8.0,2.0
3806,5659,19.77777777777778,14.545454545454545,37.733333333333334,31.0,11.0,9.0
3806,5660,18.875,19.0,26.5,30.25,7.0,6.0
1580,5661,19.333333333333332,20.666666666666668,41.0,41.0,7.0,2.0
14232,5662,,,,,0.0,0.0
14232,5663,25.379310344827587,37.0,42.55555555555556,70.0,24.0,7.0
14232,5664,,,,,0.0,0.0
14232,5666,7.666666666666667,7.666666666666667,,,1.0,0.0
14232,5667,,,,,0.0,0.0
14232,5669,20.942857142857143,24.5,45.5,45.8,27.0,5.0
14232,5672,27.470588235294116,22.77777777777778,38.666666666666664,39.111111111111114,23.0,6.0
10217,5674,32.75,36.5,57.0,57.0,6.0,2.0
13487,5678,19.8,18.5,29.0,29.0,7.0,4.0
13487,5680,16.5,16.5,,,1.0,0.0
13487,5681,10.545454545454545,10.545454545454545,18.0,18.0,3.0,2.0
13487,5682,21.35,17.071428571428573,37.875,37.875,9.0,4.0
3806,5684,24.0,31.5,33.333333333333336,45.5,6.0,6.0
3806,5699,41.0,41.0,,,1.0,0.0
3806,5700,22.967741935483872,110.0,64.8,198.0,22.0,7.0
2982,5701,,,,,4.0,0.0
2982,5703,,,,,0.0,0.0
2982,5704,11.681818181818182,8.666666666666666,17.75,21.166666666666668,16.0,5.0
2982,5706,,,,,0.0,0.0
2982,5707,29.0,29.0,,,4.0,0.0
2982,5709,21.515625,21.571428571428573,24.23076923076923,26.555555555555557,42.0,6.0
2982,5711,23.5,37.666666666666664,,,13.0,1.0
3323,5744,16.61111111111111,12.555555555555555,28.666666666666668,21.666666666666668,13.0,6.0
3323,5746,16.8,17.0,21.2,13.6,6.0,5.0
3323,5747,11.69767441860465,8.0,20.952380952380953,21.066666666666666,21.0,6.0
3323,5751,35.0,35.0,,,1.0,0.0
3323,5752,21.09375,12.5,34.666666666666664,28.5,24.0,5.0
1580,5754,30.526315789473685,29.6,,,19.0,0.0
1580,5755,35.473684210526315,33.6,49.5,49.5,21.0,4.0
1580,5756,,,,,1.0,0.0
1580,5759,25.444444444444443,69.0,,,18.0,0.0
1580,5760,48.8,134.0,,,10.0,0.0
1580,5762,,,,,2.0,0.0
3323,5765,,,,,0.0,0.0
3323,5766,,,,,3.0,1.0
3323,5768,19.0,19.0,13.0,13.0,1.0,1.0
3323,5773,26.375,37.5,75.5,57.5,11.0,5.0
3323,5774,17.783783783783782,13.0,24.076923076923077,20.375,25.0,7.0
3323,5775,10.157894736842104,17.428571428571427,25.066666666666666,34.285714285714285,8.0,7.0
1580,5791,25.413793103448278,,,,23.0,3.0
1580,5795,20.21951219512195,32.333333333333336,45.666666666666664,39.666666666666664,28.0,5.0
3323,5811,28.0,28.0,,,4.0,2.0
3323,5849,21.536585365853657,18.285714285714285,26.166666666666668,22.714285714285715,27.0,7.0
16165,5873,37.625,26.666666666666668,,,10.0,0.0
15453,5899,,,,,0.0,0.0
15453,5901,,,,,0.0,0.0
2982,5920,19.162790697674417,47.666666666666664,149.0,149.0,31.0,3.0
3323,5941,20.666666666666668,20.666666666666668,38.333333333333336,38.333333333333336,3.0,3.0
4611,6231,39.0,,,,13.0,1.0
9941,6234,22.6,28.0,,,5.0,0.0
7997,6357,21.794117647058822,17.8,39.6,26.8,24.0,5.0
7997,6647,,,,,0.0,0.0
15059,6681,,,,,0.0,0.0
4611,6688,24.647058823529413,38.5,58.166666666666664,87.0,29.0,8.0
13043,6785,28.285714285714285,25.25,,,11.0,0.0
16872,6801,23.714285714285715,21.25,,,7.0,0.0
16872,6806,23.571428571428573,20.75,37.0,37.0,26.0,2.0
13043,6827,37.0,37.0,,,3.0,0.0
14705,6837,10.75,10.75,,,4.0,0.0
17084,6841,23.5609756097561,45.0,27.0,27.0,35.0,3.0
3806,6903,,,,,0.0,0.0
620675,6908,,,,,0.0,0.0
620675,6909,20.657894736842106,19.333333333333332,33.857142857142854,33.5,22.0,5.0
620675,6910,,,,,0.0,0.0
620675,6911,,,,,0.0,0.0
620675,6912,18.098039215686274,22.5,43.125,43.125,20.0,4.0
620675,6914,24.103448275862068,17.8,31.333333333333332,31.333333333333332,25.0,4.0
620675,6915,24.85185185185185,26.5,32.0,32.0,24.0,4.0
4611,6916,,,,,0.0,0.0
4611,6918,19.16216216216216,22.0,34.88235294117647,43.833333333333336,29.0,11.0
4611,6919,19.764705882352942,23.5,40.9,47.0,21.0,7.0
620675,6922,17.0,16.571428571428573,33.875,37.714285714285715,23.0,5.0
620675,6923,15.777777777777779,14.5,31.428571428571427,31.428571428571427,5.0,4.0
620675,6940,,,,,0.0,0.0
7997,6952,27.864864864864863,22.75,39.0,41.0,28.0,6.0
7997,6953,,,,,1.0,0.0
7997,6954,8.727272727272727,10.125,,,5.0,0.0
7997,6955,19.307692307692307,13.428571428571429,,,16.0,0.0
7997,6956,,,,,0.0,0.0
7997,6957,16.125,26.166666666666668,21.761904761904763,30.857142857142858,11.0,8.0
16165,7199,,,,,1.0,0.0
16165,7203,16.093023255813954,14.571428571428571,17.9,20.285714285714285,23.0,5.0
2982,7222,18.61111111111111,10.9,19.615384615384617,20.6,36.0,5.0
13043,7227,28.2,23.2,,,5.0,1.0
13043,7229,24.15625,17.142857142857142,18.0,18.0,27.0,1.0
14232,7233,78.0,78.0,,,2.0,0.0
2982,7254,26.0,16.0,30.833333333333332,27.0,33.0,6.0
16165,7269,7.5,7.5,,,2.0,0.0
3323,7271,,,,,1.0,0.0
3323,7273,31.625,31.0,,,8.0,1.0
16165,7309,28.37037037037037,27.75,46.333333333333336,47.25,28.0,6.0
16165,7310,,,,,3.0,0.0
16165,7311,27.78787878787879,9.833333333333334,34.666666666666664,27.0,26.0,7.0
16165,7312,15.36111111111111,10.923076923076923,27.88235294117647,24.23076923076923,32.0,8.0
16165,7313,20.828125,33.0,39.111111111111114,47.75,31.0,7.0
16165,7315,,,,,0.0,0.0
2982,7411,19.1864406779661,10.714285714285714,23.428571428571427,17.285714285714285,32.0,5.0
2982,7413,16.842105263157894,17.6,,,15.0,1.0
10217,7450,27.5,27.5,,,1.0,0.0
1580,7454,18.258064516129032,41.5,36.72727272727273,56.833333333333336,27.0,5.0
1580,7455,,,,,0.0,0.0
15453,7501,33.5625,26.75,99.0,99.0,17.0,3.0
15059,7510,23.625,23.333333333333332,27.0,27.0,8.0,3.0
14705,7577,,,,,1.0,0.0
14705,7578,15.976190476190476,15.454545454545455,33.23529411764706,31.0,25.0,9.0
14705,7579,18.479166666666668,35.333333333333336,33.857142857142854,59.833333333333336,25.0,11.0
14705,7580,57.0,44.0,64.5,42.5,9.0,5.0
14705,7581,31.166666666666668,34.5,,,10.0,1.0
