match_id,player_id,average,average_last4,dismissal_rate,dismissal_rate_last4,av_n,dr_n
7991,4678,16.974358974358974,21.0,,,24.0,2.0
3797,5015,,,,,0.0,0.0
3797,5021,,,,,0.0,0.0
13212,5519,,,,,0.0,0.0
13212,5520,,,,,0.0,0.0
13212,5521,,,,,0.0,0.0
13212,5523,,,,,1.0,0.0
13212,5528,24.0,19.6,,,10.0,0.0
13212,5529,16.77777777777778,5.916666666666667,13.0,13.0,26.0,1.0
1571,5530,27.833333333333332,35.0,,,14.0,0.0
1571,5532,47.0,67.0,,,8.0,0.0
1571,5533,20.482758620689655,20.8,,,19.0,1.0
1571,5536,41.5,33.0,20.333333333333332,20.333333333333332,15.0,1.0
1571,5537,23.842105263157894,29.2,21.0,21.0,16.0,1.0
1571,5538,15.681818181818182,,,,16.0,0.0
1571,5539,20.555555555555557,24.0,45.0,45.0,15.0,1.0
1571,5540,26.53846153846154,19.5,11.666666666666666,11.666666666666666,11.0,1.0
4600,5541,,,,,2.0,0.0
4600,5542,,,,,0.0,0.0
4600,5543,19.06122448979592,19.625,38.333333333333336,38.333333333333336,29.0,2.0
4600,5544,15.071428571428571,14.0,,,9.0,0.0
4600,5545,,,,,0.0,0.0
4600,5546,24.1875,25.2,25.666666666666668,25.666666666666668,27.0,2.0
1571,5561,49.5,40.0,,,5.0,0.0
10215,5562,20.91891891891892,12.833333333333334,32.666666666666664,32.666666666666664,24.0,2.0
10215,5563,24.655172413793103,70.0,101.0,101.0,24.0,2.0
10215,5565,32.42857142857143,25.833333333333332,,,21.0,1.0
13035,5580,18.0,18.0,,,4.0,0.0
13035,5583,20.76923076923077,20.166666666666668,24.0,24.0,11.0,1.0
13035,5584,,,,,0.0,0.0
13035,5585,28.14814814814815,23.142857142857142,9.75,9.75,21.0,1.0
10215,5604,,,,,0.0,0.0
10215,5605,24.153846153846153,122.0,98.0,98.0,26.0,2.0
10215,5611,17.238095238095237,16.5,26.5,26.5,27.0,2.0
10215,5612,31.0,31.0,,,2.0,0.0
10215,5613,21.23404255319149,38.75,49.5,49.5,32.0,2.0
1571,5627,21.625,8.833333333333334,,,9.0,0.0
1571,5629,15.75,15.5,,,6.0,0.0
1571,5630,17.79591836734694,25.333333333333332,53.5,53.5,30.0,3.0
1571,5632,,,,,1.0,0.0
1571,5633,,,,,2.0,0.0
1571,5635,21.464285714285715,18.25,28.333333333333332,28.333333333333332,27.0,3.0
1571,5636,17.42222222222222,9.6,15.25,15.25,28.0,3.0
1571,5640,,,,,0.0,0.0
1571,5641,21.76923076923077,44.666666666666664,41.666666666666664,41.666666666666664,26.0,3.0
1571,5642,29.5,29.5,41.0,41.0,2.0,2.0
1571,5643,141.0,141.0,108.0,108.0,3.0,3.0
1571,5644,,,,,0.0,0.0
3797,5658,20.4,20.0,48.0,48.0,6.0,1.0
3797,5659,33.0,33.0,61.0,61.0,1.0,1.0
3797,5662,,,,,0.0,0.0
3797,5663,23.470588235294116,54.0,19.5,19.5,15.0,1.0
3797,5664,,,,,0.0,0.0
3797,5665,,,,,0.0,0.0
3797,5666,7.666666666666667,7.666666666666667,,,1.0,0.0
3797,5667,,,,,0.0,0.0
3797,5669,19.666666666666668,101.0,44.0,44.0,21.0,1.0
3797,5672,27.75,20.166666666666668,22.666666666666668,22.666666666666668,17.0,1.0
10215,5674,24.0,24.0,33.0,33.0,1.0,1.0
10215,5685,16.0,16.0,,,3.0,0.0
10215,5690,8.9,8.9,14.857142857142858,14.857142857142858,3.0,2.0
3797,5733,32.2,,,,25.0,1.0
3317,5744,22.0,10.75,,,6.0,0.0
3317,5746,,,,,1.0,1.0
3317,5747,14.523809523809524,11.272727272727273,20.666666666666668,20.666666666666668,15.0,1.0
3317,5750,22.96551724137931,35.666666666666664,32.5,32.5,18.0,1.0
10215,5800,,,,,0.0,0.0
3317,5810,,,,,0.0,0.0
3317,5862,32.0,32.0,47.0,47.0,1.0,1.0
15971,5873,32.375,19.0,,,8.0,0.0
14819,5895,20.875,32.333333333333336,,,24.0,1.0
3317,5912,16.047619047619047,104.0,,,13.0,0.0
9136,6231,32.45454545454545,21.8,,,10.0,0.0
9934,6234,,,,,0.0,0.0
3317,6300,20.0,20.0,30.5,30.5,2.0,1.0
7991,6357,22.321428571428573,12.625,,,19.0,1.0
15971,6649,15.0,15.0,,,4.0,0.0
15971,6656,21.294117647058822,13.222222222222221,,,11.0,0.0
16347,6677,,,,,1.0,0.0
16347,6681,,,,,0.0,0.0
16347,6682,16.652173913043477,14.0,,,14.0,1.0
4600,6688,22.0625,16.0,22.75,22.75,23.0,2.0
16347,6697,25.0,25.0,,,4.0,0.0
7991,6762,12.0,12.0,29.0,29.0,1.0,1.0
13035,6841,20.857142857142858,26.0,39.0,39.0,27.0,2.0
3797,6903,,,,,0.0,0.0
7991,6908,,,,,0.0,0.0
7991,6909,20.24137931034483,28.75,36.0,36.0,16.0,1.0
7991,6910,,,,,0.0,0.0
7991,6911,,,,,0.0,0.0
7991,6914,24.956521739130434,10.666666666666666,18.333333333333332,18.333333333333332,20.0,1.0
4600,6916,,,,,0.0,0.0
4600,6917,15.0,15.0,48.0,48.0,1.0,1.0
4600,6918,23.823529411764707,32.0,35.0,35.0,16.0,2.0
4600,6919,15.541666666666666,17.75,21.333333333333332,21.333333333333332,12.0,1.0
7991,6921,,,,,1.0,0.0
7991,6922,16.235294117647058,17.857142857142858,7.0,7.0,17.0,1.0
7991,6923,26.0,26.0,60.0,60.0,1.0,1.0
7991,6940,,,,,0.0,0.0
7991,6949,10.333333333333334,10.333333333333334,,,2.0,0.0
7991,6952,28.0625,19.8,35.666666666666664,35.666666666666664,23.0,2.0
7991,6954,3.75,3.75,,,2.0,0.0
7991,6955,18.153846153846153,10.0,,,15.0,0.0
7991,6956,,,,,0.0,0.0
7991,6957,9.818181818181818,9.818181818181818,12.272727272727273,12.272727272727273,3.0,2.0
15971,6993,,,,,0.0,0.0
15971,7199,,,,,0.0,0.0
15971,7203,16.38888888888889,16.428571428571427,12.333333333333334,12.333333333333334,19.0,1.0
13035,7227,23.6,23.6,,,4.0,0.0
13035,7229,23.333333333333332,19.5,,,20.0,0.0
3317,7260,14.0,19.428571428571427,,,9.0,0.0
15971,7268,30.0,30.0,,,2.0,0.0
15971,7309,27.5,17.333333333333332,25.0,25.0,23.0,1.0
15971,7310,,,,,3.0,0.0
15971,7311,32.12,30.0,63.0,63.0,20.0,1.0
15971,7312,15.807017543859649,10.857142857142858,21.5,21.5,25.0,1.0
15971,7313,19.43103448275862,10.083333333333334,18.666666666666668,18.666666666666668,25.0,1.0
15971,7315,,,,,0.0,0.0
7991,7332,,,,,0.0,0.0
7991,7333,,,,,0.0,0.0
13212,7571,25.346153846153847,17.571428571428573,9.333333333333334,9.333333333333334,20.0,1.0
13212,7572,,,,,0.0,0.0
13212,7573,21.1,26.5,36.0,36.0,15.0,1.0
13212,7574,26.541666666666668,21.75,30.5,30.5,20.0,1.0
13212,7575,,,,,0.0,0.0
14702,7578,13.966666666666667,18.833333333333332,23.4,23.4,18.0,2.0
14702,7579,18.724137931034484,22.833333333333332,54.5,54.5,16.0,2.0
14702,7580,55.0,55.0,,,4.0,0.0
14702,7581,29.5,39.5,,,9.0,0.0
14702,7582,,,,,1.0,0.0
14702,7583,,,,,1.0,0.0
14702,7584,26.0,13.666666666666666,,,15.0,0.0
14702,7585,31.0,34.0,24.75,24.75,10.0,2.0
14702,7586,20.347826086956523,57.0,49.5,49.5,30.0,2.0
14702,7587,19.833333333333332,10.875,61.5,61.5,18.0,2.0
14819,7588,36.5,55.0,,,9.0,1.0
14819,7589,,,,,1.0,0.0
14819,7590,18.96153846153846,14.625,61.0,61.0,16.0,1.0
14819,7591,49.666666666666664,17.25,30.0,30.0,12.0,1.0
14819,7593,7.0,7.0,,,2.0,0.0
14819,7594,19.541666666666668,16.333333333333332,24.0,24.0,19.0,2.0
14819,7595,27.235294117647058,53.0,,,26.0,1.0
14819,7596,28.714285714285715,19.142857142857142,21.5,21.5,29.0,2.0
14819,7597,19.724137931034484,46.333333333333336,37.5,37.5,37.0,2.0
14819,7598,,,,,0.0,0.0
14819,7599,43.333333333333336,59.5,36.0,36.0,16.0,1.0
14819,7600,,,,,0.0,0.0
14819,7601,,,,,0.0,0.0
14819,7602,,,,,0.0,0.0
14819,7603,9.333333333333334,9.333333333333334,20.666666666666668,20.666666666666668,1.0,1.0
14819,7604,17.25,17.25,31.0,31.0,2.0,1.0
14819,7605,24.90625,30.0,,,25.0,1.0
14819,7606,17.615384615384617,19.6,60.0,60.0,9.0,1.0
3317,7607,20.0,20.0,,,2.0,1.0
3317,7608,,,,,0.0,0.0
3317,7609,,,,,1.0,0.0
3317,7610,38.0,33.0,,,5.0,0.0
3317,7611,16.566666666666666,13.416666666666666,29.0,29.0,26.0,1.0
3317,7612,28.655172413793103,52.0,61.0,61.0,27.0,1.0
3317,7615,47.0,34.5,11.0,11.0,5.0,1.0
3317,7616,,,,,0.0,0.0
14702,7617,,,,,0.0,0.0
14702,7618,14.538461538461538,8.3125,,,11.0,1.0
14702,7619,21.272727272727273,30.5,12.0,12.0,24.0,1.0
14702,7620,,,,,0.0,0.0
14702,7623,,,,,0.0,0.0
14702,7624,20.0,18.6,,,23.0,1.0
14702,7625,33.666666666666664,33.666666666666664,,,4.0,0.0
14702,7626,49.0,47.0,,,5.0,0.0
14702,7627,14.822222222222223,12.857142857142858,,,27.0,1.0
13035,7628,9.0,9.0,30.0,30.0,1.0,1.0
13035,7629,33.0,41.333333333333336,,,10.0,0.0
13035,7631,8.5,8.5,14.5,14.5,1.0,1.0
13212,7633,10.5,10.5,28.25,28.25,3.0,2.0
13212,7634,19.27777777777778,13.11111111111111,30.5,30.5,23.0,2.0
13212,7635,,,,,0.0,0.0
13212,7636,28.647058823529413,37.5,,,18.0,0.0
13212,7637,34.8,70.0,,,19.0,2.0
13212,7638,44.0,36.0,,,11.0,0.0
13212,7639,21.151515151515152,131.0,114.0,114.0,19.0,2.0
13212,7642,26.416666666666668,23.0,,,10.0,0.0
10215,7807,27.0,27.0,,,1.0,0.0
14819,7810,30.0,40.0,,,13.0,0.0
3317,7913,24.63888888888889,26.333333333333332,,,24.0,1.0
13212,7915,,,,,0.0,0.0
13035,7916,,,,,0.0,0.0
13035,7917,8.0,8.0,19.0,19.0,1.0,1.0
14702,7920,28.272727272727273,30.75,,,12.0,1.0
13035,7921,,,,,0.0,0.0
13035,7923,11.294117647058824,7.428571428571429,,,11.0,1.0
13035,7926,,,,,2.0,1.0
13035,7927,11.35897435897436,19.75,,,30.0,2.0
13035,7928,14.0,14.0,,,2.0,0.0
13035,7929,23.142857142857142,41.0,22.0,22.0,15.0,2.0
13035,7931,19.5625,11.3,,,11.0,0.0
14819,7932,93.0,93.0,,,3.0,0.0
14702,7934,24.48148148148148,76.5,,,22.0,0.0
18353,8032,21.333333333333332,21.333333333333332,,,3.0,0.0
18353,8034,28.428571428571427,28.0,,,6.0,0.0
18353,8039,25.057142857142857,42.666666666666664,30.5,30.5,35.0,1.0
9136,8056,6.0,6.0,,,1.0,0.0
9136,8058,19.612903225806452,30.25,62.0,62.0,16.0,1.0
18353,8072,18.0,10.0,,,8.0,0.0
9934,8101,31.571428571428573,59.5,48.0,48.0,8.0,2.0
620566,8116,,,,,2.0,1.0
18353,8137,15.5625,8.625,,,11.0,0.0
18353,8147,43.0,43.0,66.0,66.0,1.0,1.0
9934,8244,24.914285714285715,46.333333333333336,70.0,70.0,28.0,2.0
9934,8309,20.625,15.714285714285714,,,5.0,0.0
9934,8310,,,,,1.0,0.0
9934,8322,,,,,1.0,0.0
9934,8324,25.5,25.5,,,5.0,0.0
9934,8326,32.88235294117647,29.25,32.0,32.0,21.0,2.0
9934,8327,56.333333333333336,,,,9.0,0.0
9934,8328,23.681818181818183,38.666666666666664,46.0,46.0,19.0,3.0
9934,8330,28.5,22.75,16.75,16.75,12.0,2.0
9934,8331,18.243243243243242,11.857142857142858,23.2,23.2,20.0,2.0
9934,8332,21.685714285714287,13.0,20.8,20.8,26.0,2.0
18353,8334,12.0,12.0,,,1.0,0.0
18353,8336,,,,,0.0,0.0
18353,8338,18.2972972972973,20.142857142857142,60.0,60.0,21.0,1.0
18353,8339,36.529411764705884,91.0,,,19.0,1.0
18353,8340,18.847826086956523,11.0,14.0,14.0,25.0,1.0
18353,8341,23.085106382978722,11.88888888888889,18.333333333333332,18.333333333333332,35.0,1.0
16347,8352,37.0,37.0,,,2.0,0.0
16347,8353,45.5,,,,7.0,1.0
16347,8354,22.52,23.0,24.0,24.0,19.0,1.0
16347,8356,,,,,0.0,0.0
16347,8357,16.31578947368421,18.571428571428573,30.25,30.25,34.0,2.0
16347,8358,14.225806451612904,9.545454545454545,20.75,20.75,28.0,2.0
16347,8360,19.555555555555557,46.5,,,29.0,1.0
620566,8378,41.5,41.5,,,2.0,1.0
620566,8379,28.5,43.0,,,5.0,0.0
620566,8381,23.58823529411765,37.75,24.0,24.0,22.0,1.0
620566,8382,,,,,0.0,0.0
620566,8384,29.434782608695652,26.428571428571427,43.0,43.0,20.0,1.0
10215,8385,28.11764705882353,54.5,40.0,40.0,22.0,2.0
10215,8386,,,,,0.0,0.0
3797,8388,17.303030303030305,22.857142857142858,31.5,31.5,19.0,1.0
11237,8542,37.588235294117645,59.0,,,25.0,1.0
13212,9042,22.0,22.0,,,2.0,0.0
9934,9125,109.0,109.0,110.0,110.0,2.0,2.0
16347,9153,31.789473684210527,40.666666666666664,30.0,30.0,21.0,1.0
16347,9154,21.75,13.0,,,5.0,0.0
620566,9296,23.59259259259259,16.25,,,25.0,1.0
620566,9297,31.941176470588236,,,,20.0,0.0
620566,9298,,,,,0.0,0.0
11237,9301,,,,,1.0,0.0
11237,9302,44.0,44.0,,,2.0,1.0
11237,9303,40.25,75.0,60.0,60.0,14.0,1.0
15971,9305,17.666666666666668,17.666666666666668,,,4.0,0.0
15971,9307,,,,,0.0,0.0
15971,9308,,,,,0.0,0.0
15971,9309,,,,,0.0,0.0
15971,9310,21.693877551020407,24.2,66.0,66.0,27.0,1.0
15971,9315,19.896551724137932,21.714285714285715,15.0,15.0,19.0,1.0
9136,9316,23.782608695652176,17.444444444444443,31.5,31.5,19.0,1.0
9136,9317,,,,,0.0,0.0
9136,9318,23.25,8.625,27.0,27.0,15.0,1.0
9136,9319,26.41176470588235,22.75,,,14.0,0.0
9136,9320,35.0,35.0,,,2.0,0.0
9136,9322,,,,,1.0,0.0
9136,9324,,,,,0.0,0.0
9136,9327,19.346938775510203,22.833333333333332,31.0,31.0,24.0,1.0
9136,9329,17.576923076923077,21.25,,,12.0,1.0
9136,9332,31.88888888888889,36.0,,,20.0,1.0
15971,9336,42.92857142857143,58.333333333333336,33.0,33.0,19.0,1.0
11237,9342,31.05263157894737,28.0,,,21.0,0.0
11237,9345,32.0,32.0,,,3.0,0.0
11237,9346,23.48148148148148,10.9375,30.0,30.0,16.0,1.0
11237,9347,22.761904761904763,22.833333333333332,42.0,42.0,18.0,1.0
11237,9348,27.580645161290324,38.0,,,23.0,0.0
11237,9350,21.547619047619047,32.0,61.0,61.0,24.0,1.0
11237,9351,,,,,0.0,0.0
18353,9357,23.448275862068964,17.333333333333332,22.0,22.0,20.0,1.0
18353,9358,102.5,,,,10.0,1.0
18353,9359,,,,,0.0,0.0
18353,9360,,,,,0.0,0.0
18353,9361,28.294117647058822,65.0,45.0,45.0,16.0,1.0
18353,9362,19.0,19.0,,,2.0,0.0
18353,9364,69.64285714285714,141.0,,,23.0,1.0
18353,9365,28.53125,25.4,21.0,21.0,22.0,1.0
4600,9367,13.907692307692308,9.272727272727273,17.1,17.1,29.0,3.0
4600,9368,14.409090909090908,14.833333333333334,33.4,33.4,27.0,3.0
4600,9369,25.0,25.0,,,1.0,0.0
4600,9371,,,,,1.0,0.0
4600,9372,16.346153846153847,17.8,106.0,106.0,17.0,2.0
4600,9373,,,,,0.0,0.0
11237,9377,,,,,0.0,0.0
11237,9378,51.0,51.0,61.0,61.0,2.0,1.0
11237,9379,,,,,1.0,0.0
11237,9380,,,,,0.0,0.0
11237,9381,27.6,25.75,50.0,50.0,15.0,1.0
11237,9382,21.5,21.5,24.0,24.0,2.0,1.0
11237,9383,,,,,0.0,0.0
11237,9384,,,,,0.0,0.0
9136,9387,21.666666666666668,17.833333333333332,29.0,29.0,11.0,1.0
620566,9390,18.0,18.0,22.0,22.0,1.0,1.0
4600,9392,49.75,36.333333333333336,,,9.0,0.0
4600,9394,14.02127659574468,13.333333333333334,24.428571428571427,24.428571428571427,28.0,3.0
4600,9395,16.333333333333332,16.333333333333332,17.166666666666668,17.166666666666668,3.0,2.0
4600,9397,14.604651162790697,21.75,47.0,47.0,21.0,2.0
